,video_id,channelTitle,course,video_type,episode_title,episode_num,episode_title_len,tag_Count,publishedDate,publishedTime,days_published_for,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,with_Arizona
321,m2IPvT920XM,CrashCourse,Business Entrepreneurship,regular course,Value Proposition and Customer Segments,3.0,40,6.0,2019-08-28,21:30:00,1397,313343.0,7311.0,,160.0,723.0,hd,True,False
322,FBzRaxLdjZE,CrashCourse,European History,regular course,The Rise of Russia and Prussia,17.0,31,21.0,2019-08-27,16:24:34,1398,769800.0,13714.0,,540.0,896.0,hd,False,False
323,oV3ZY6tJiA0,CrashCourse,AI,regular course,Neural Networks and Deep Learning,3.0,34,15.0,2019-08-23,20:45:00,1402,290283.0,6866.0,,178.0,743.0,hd,True,False
324,iywvlUk2Wfg,CrashCourse,Business Entrepreneurship,regular course,How to Develop a Business Idea,2.0,31,13.0,2019-08-21,21:30:00,1404,473012.0,10503.0,,205.0,741.0,hd,True,False
325,VwlrvAvcO28,CrashCourse,European History,regular course,Eastern Europe Consolidates,16.0,28,27.0,2019-08-20,01:11:58,1405,592446.0,11394.0,,744.0,918.0,hd,True,False
326,4qVRBYAdLAo,CrashCourse,AI,regular course,Supervised Learning,2.0,20,19.0,2019-08-16,21:15:04,1409,339131.0,8581.0,,264.0,923.0,hd,True,False
327,aozlwC3XwfY,CrashCourse,Business Entrepreneurship,regular course,Who Even Is An Entrepreneur?,1.0,29,13.0,2019-08-14,21:30:00,1411,976454.0,22900.0,,585.0,782.0,hd,True,False
328,35PinDPNPw0,CrashCourse,European History,regular course,Dutch Golden Age,15.0,17,18.0,2019-08-13,12:55:45,1412,876528.0,16315.0,,931.0,824.0,hd,True,False
329,a0_lo_GDcFw,CrashCourse,AI,regular course,What Is Artificial Intelligence?,1.0,33,14.0,2019-08-09,20:44:25,1416,612622.0,17125.0,,588.0,706.0,hd,True,False
330,YHBVjv4MYXE,CrashCourse,Preview,preview,Crash Course Business Entrepreneurship,,38,14.0,2019-08-07,21:00:03,1418,307145.0,6563.0,,208.0,135.0,hd,True,False
331,dyk3bI_Y68Y,CrashCourse,European History,regular course,English Civil War,14.0,18,24.0,2019-08-06,21:00:52,1419,1007672.0,17050.0,,613.0,876.0,hd,True,False
332,GvYYFloV0aA,CrashCourse,Preview,preview,Crash Course Artificial Intelligence,,36,19.0,2019-08-02,21:22:49,1423,498041.0,15774.0,,639.0,230.0,hd,True,False
333,YYPAFqQgbqE,CrashCourse,European History,regular course,Absolute Monarchy,13.0,18,21.0,2019-07-27,15:09:58,1429,1060729.0,16007.0,,564.0,796.0,hd,True,False
334,w70BkCqgyyI,CrashCourse,European History,regular course,Scientific Revolution,12.0,22,21.0,2019-07-14,19:45:24,1442,1251821.0,18444.0,,720.0,908.0,hd,True,False
335,DJq9zVLu5_Q,CrashCourse,Business - Soft Skills,regular course,How to Avoid Burnout,17.0,21,12.0,2019-07-03,21:13:34,1453,165333.0,5324.0,,186.0,640.0,hd,True,False
336,cmKHYpC_jVs,CrashCourse,European History,regular course,The 17th Century Crisis,11.0,24,22.0,2019-06-29,15:13:13,1457,1048182.0,19137.0,,806.0,810.0,hd,True,False
337,NL4_VoX7DuQ,CrashCourse,Business - Soft Skills,regular course,The Many Forms of Power,16.0,24,13.0,2019-06-26,21:39:05,1460,92058.0,2653.0,,114.0,694.0,hd,True,False
338,rW4XFiHUQAs,CrashCourse,European History,regular course,Witchcraft,10.0,11,20.0,2019-06-22,20:37:32,1464,1152285.0,25832.0,,1112.0,933.0,hd,True,False
339,59sCMUnvNdA,CrashCourse,Business - Soft Skills,regular course,How to Create a Fair Workplace,15.0,31,6.0,2019-06-19,21:17:39,1467,65476.0,1688.0,,105.0,642.0,hd,True,False
340,bSRvDfD451I,CrashCourse,Business - Soft Skills,regular course,How to Find Your Leadership Style,14.0,34,12.0,2019-06-13,20:30:00,1473,136103.0,3482.0,,104.0,611.0,hd,True,False
341,xy_M4pDjafo,CrashCourse,European History,regular course,Catholic Counter-Reformation,9.0,29,27.0,2019-06-07,22:37:54,1479,870554.0,14654.0,,576.0,824.0,hd,True,False
342,gOHoSuDEO4M,CrashCourse,Business - Soft Skills,regular course,How to Handle Conflict,13.0,23,15.0,2019-06-05,20:30:00,1481,111186.0,2951.0,,92.0,696.0,hd,True,False
343,mU2dhPlJWyY,CrashCourse,European History,regular course,"Commerce, Agriculture, and Slavery",8.0,35,29.0,2019-06-02,22:31:05,1484,654080.0,12172.0,,549.0,934.0,hd,True,False
344,fRj7Am63wVc,CrashCourse,Business - Soft Skills,regular course,How to Avoid Teamwork Disasters,12.0,32,13.0,2019-05-29,20:30:01,1488,93074.0,2432.0,,92.0,636.0,hd,True,False
345,PbBDP1Elbbg,CrashCourse,European History,regular course,Reformation and Consequences,7.0,29,26.0,2019-05-26,20:16:40,1491,852193.0,13860.0,,542.0,818.0,hd,True,False
346,vLxjUNINfnY,CrashCourse,Business - Soft Skills,regular course,How to Make Tough Decisions,11.0,28,13.0,2019-05-22,21:14:31,1495,114115.0,3267.0,,122.0,688.0,hd,True,False
347,0eO0pPrGi6o,CrashCourse,European History,regular course,The Protestant Reformation,6.0,27,24.0,2019-05-18,20:02:53,1499,1380102.0,21862.0,,845.0,944.0,hd,True,False
348,2Si7ah_h32s,CrashCourse,Business - Soft Skills,regular course,Making Time Management Work for You,10.0,36,15.0,2019-05-15,21:00:01,1502,245625.0,6916.0,,153.0,660.0,hd,True,False
349,AcphphFoijY,CrashCourse,European History,regular course,Expansion and Consequences,5.0,27,24.0,2019-05-11,17:12:11,1506,919819.0,15671.0,,871.0,994.0,hd,True,False
350,LQ5Uj1nryBc,CrashCourse,Business - Soft Skills,regular course,How to Set and Achieve SMART Goals,9.0,35,12.0,2019-05-08,20:49:06,1509,165330.0,3801.0,,91.0,653.0,hd,True,False
351,wOclF9eP5uM,CrashCourse,European History,regular course,The Age of Exploration,4.0,23,26.0,2019-05-03,21:10:45,1514,1817573.0,22608.0,,927.0,940.0,hd,True,False
352,Fzq_yuj-oZM,CrashCourse,Engineering,regular course,The Biggest Problems We're Facing Today & The Future of Engineering,46.0,68,5.0,2019-05-02,20:04:07,1515,173434.0,3970.0,,167.0,625.0,hd,True,False
353,FTrxX0b4I4o,CrashCourse,Business - Soft Skills,regular course,How to Become a Better Negotiator,8.0,34,13.0,2019-05-01,23:06:57,1516,112084.0,3268.0,,126.0,693.0,hd,True,False
354,EhBhP-zk0_I,CrashCourse,History of Science,regular course,The Limits of History,46.0,22,9.0,2019-04-29,21:15:23,1518,109254.0,4203.0,,556.0,652.0,hd,True,False
355,EuzAbE-kPkM,CrashCourse,European History,regular course,The Northern Renaissance,3.0,25,18.0,2019-04-26,23:53:21,1521,1158145.0,19654.0,,746.0,842.0,hd,True,False
356,77xMVKOEZ5g,CrashCourse,Engineering,regular course,How To Become An Engineer,45.0,26,5.0,2019-04-25,19:59:24,1522,212521.0,5399.0,,260.0,551.0,hd,True,False
357,UTsK8LdDqbU,CrashCourse,Business - Soft Skills,regular course,Prepare to Negotiate Your Salary (Or Anything),7.0,47,17.0,2019-04-24,21:40:14,1523,96082.0,2728.0,,117.0,671.0,hd,True,False
358,LsFdROZ2OdA,CrashCourse,History of Science,regular course,Climate Science,45.0,16,18.0,2019-04-22,23:02:10,1525,124357.0,3990.0,,433.0,694.0,hd,True,False
359,tecocKSclwc,CrashCourse,European History,regular course,Florence and the Renaissance,2.0,29,32.0,2019-04-19,21:04:12,1528,1791515.0,29056.0,,892.0,874.0,hd,True,False
360,ke5jUHe4fII,CrashCourse,Engineering,regular course,Building a Desalination Plant from Scratch,44.0,43,6.0,2019-04-18,19:05:33,1529,97130.0,2303.0,,71.0,582.0,hd,True,False
361,BssdOyLB2GU,CrashCourse,Business - Soft Skills,regular course,How to Ace the Interview,6.0,25,12.0,2019-04-17,21:53:26,1530,121304.0,3334.0,,111.0,691.0,hd,True,False
362,JlfFcPYaJIc,CrashCourse,History of Science,regular course,Life and Longevity,44.0,19,13.0,2019-04-15,21:25:14,1532,115593.0,3556.0,,180.0,771.0,hd,True,False
363,rNCw2MOfnLQ,CrashCourse,European History,regular course,Medieval Europe,1.0,16,18.0,2019-04-12,20:28:25,1535,2647757.0,48413.0,,2094.0,849.0,hd,True,False
364,J9A55q7AR6E,CrashCourse,Engineering,regular course,How Seawater Sabotages Ships,43.0,29,10.0,2019-04-11,20:05:50,1536,64883.0,1727.0,,127.0,597.0,hd,True,False
365,T_4JBbeGsSE,CrashCourse,Business - Soft Skills,regular course,How to Make a Resume Stand Out,5.0,31,16.0,2019-04-10,23:33:36,1537,227199.0,4788.0,,193.0,684.0,hd,True,False
366,ur9aGqcmq8M,CrashCourse,History of Science,regular course,The Internet and Computing,43.0,27,20.0,2019-04-08,22:25:57,1539,122481.0,3549.0,,197.0,748.0,hd,True,False
367,VjuFaPAIOHw,CrashCourse,Engineering,regular course,YouTube Couldn't Exist Without Communications & Signal Processing,42.0,66,8.0,2019-04-04,22:03:14,1543,105156.0,2781.0,,93.0,570.0,hd,True,False
368,sjdxUiAJ0UQ,CrashCourse,Business - Soft Skills,regular course,How to Speak With Confidence,4.0,29,17.0,2019-04-04,15:52:26,1543,191484.0,4795.0,,144.0,672.0,hd,True,False
369,TUvquCOGs3U,CrashCourse,History of Science,regular course,The Century of the Gene,42.0,24,6.0,2019-04-01,21:09:18,1546,118160.0,3063.0,,140.0,805.0,hd,True,False
370,WhtuC9dp0Hk,CrashCourse,Preview,preview,Crash Course European History,,29,16.0,2019-03-29,22:30:24,1549,1440323.0,26439.0,,1855.0,396.0,hd,True,False
371,erYf6NNw8Ec,CrashCourse,Engineering,regular course,Why Moving People is Complicated,41.0,33,6.0,2019-03-28,21:15:19,1550,91214.0,2220.0,,84.0,616.0,hd,True,False
372,8E-oqahDnb8,CrashCourse,Business - Soft Skills,regular course,The Secret to Business Writing,3.0,31,12.0,2019-03-27,21:26:42,1551,245682.0,5774.0,,146.0,704.0,hd,True,False
373,RZvvZslgEWk,CrashCourse,History of Science,regular course,Bodies and Dollars,41.0,19,16.0,2019-03-25,20:32:16,1553,122750.0,3194.0,,147.0,777.0,hd,True,False
374,aS2NB8CFwZc,CrashCourse,Business - Soft Skills,regular course,Defense Against the Dark Arts of Influence,2.0,43,10.0,2019-03-20,22:09:38,1558,208661.0,6006.0,,375.0,739.0,hd,True,False
375,Qo9gcZ0r8k8,CrashCourse,History of Science,regular course,Biotechnology,40.0,14,20.0,2019-03-18,20:44:32,1560,314373.0,7248.0,,168.0,733.0,hd,True,False
376,5mkeoVpTaMA,CrashCourse,Engineering,regular course,How the Leaning Tower of Pisa Was Saved,40.0,40,10.0,2019-03-14,20:02:05,1564,105136.0,2415.0,,107.0,594.0,hd,True,False
377,EFeEAtXdzFU,CrashCourse,Business - Soft Skills,regular course,Why You Need Trust to Do Business,1.0,34,16.0,2019-03-13,21:32:35,1565,308586.0,9117.0,,296.0,705.0,hd,True,False
378,M5YKW6fhlss,CrashCourse,Navigating Digital Information,regular course,Social Media,10.0,13,21.0,2019-03-12,20:11:01,1566,232934.0,5892.0,,269.0,1011.0,hd,True,False
379,MH4GgKsf7-U,CrashCourse,Engineering,regular course,Mass-Producing Ice Cream with Food Engineering,39.0,47,6.0,2019-03-07,22:00:59,1571,99867.0,2174.0,,102.0,561.0,hd,True,False
380,8UnfCkFVQ9E,CrashCourse,Preview,preview,Crash Course Business - Soft Skills,,35,12.0,2019-03-06,22:00:01,1572,347062.0,8128.0,,336.0,160.0,hd,True,False
381,5tw44SkkXQg,CrashCourse,Navigating Digital Information,regular course,Click Restraint,9.0,16,12.0,2019-03-05,22:22:21,1573,167914.0,4119.0,,211.0,767.0,hd,True,False
382,b51G5sB2_hM,CrashCourse,History of Science,regular course,Controlling the Environment,39.0,28,15.0,2019-03-04,23:10:56,1574,129202.0,3402.0,,156.0,808.0,hd,True,False
383,4kxzD4ASioI,CrashCourse,Theater,regular course,Broadway Book Musicals,50.0,23,18.0,2019-03-01,22:36:56,1577,180594.0,3996.0,,293.0,785.0,hd,True,False
384,FY_ZUEKWhBc,CrashCourse,Engineering,regular course,Changing the Blueprints of Life - Genetic Engineering,38.0,54,7.0,2019-02-28,21:02:12,1578,283473.0,5166.0,,202.0,707.0,hd,True,False
385,OiND50qfCek,CrashCourse,Navigating Digital Information,regular course,Data & Infographics,8.0,20,16.0,2019-02-26,21:58:56,1580,172766.0,4021.0,,167.0,782.0,hd,True,False
386,KrwtWKPAcRs,CrashCourse,History of Science,regular course,Ecology,38.0,8,11.0,2019-02-25,23:14:26,1581,155394.0,3967.0,,144.0,743.0,hd,True,False
387,kn-ER4bL7f8,CrashCourse,Theater,regular course,Into Africa and Wole Soyinka,49.0,29,18.0,2019-02-22,22:53:44,1584,85130.0,2268.0,,111.0,753.0,hd,False,False
388,EyYdZYqTLFU,CrashCourse,Engineering,regular course,Smart Tattoos & Tiny Robots,37.0,28,8.0,2019-02-21,22:21:59,1585,62089.0,1810.0,,99.0,591.0,hd,True,False
389,p7uvqb8fcdA,CrashCourse,Navigating Digital Information,regular course,Evaluating Photos & Videos,7.0,27,14.0,2019-02-19,22:07:57,1587,184908.0,4045.0,,227.0,799.0,hd,True,False
390,QhULJr-LKbg,CrashCourse,History of Science,regular course,AIr Travel and The Space Race,37.0,30,14.0,2019-02-18,21:50:34,1588,201402.0,4613.0,,219.0,742.0,hd,True,False
391,9sSLz5t7a5M,CrashCourse,Theater,regular course,Poor Unfortunate Theater,48.0,25,20.0,2019-02-16,00:59:48,1590,105391.0,2437.0,,78.0,787.0,hd,True,False
392,gIkMNn-A_Y4,CrashCourse,Engineering,regular course,How to Engineer Health - Drug Discovery & Delivery,36.0,51,8.0,2019-02-14,21:01:06,1592,78721.0,2081.0,,90.0,612.0,hd,True,False
393,hxhbOvR2TGk,CrashCourse,Navigating Digital Information,regular course,Evaluating Evidence,6.0,20,14.0,2019-02-12,22:17:59,1594,300493.0,5133.0,,282.0,801.0,hd,True,False
394,3xdmEwTIsd0,CrashCourse,History of Science,regular course,The Computer and Turing,36.0,24,17.0,2019-02-11,22:08:59,1595,177579.0,5066.0,,243.0,714.0,hd,True,False
395,ovSW1G7wrCg,CrashCourse,Theater,regular course,The Birth of Off Broadway,47.0,26,17.0,2019-02-08,21:45:35,1598,71461.0,1626.0,,81.0,768.0,hd,True,False
396,04ht0kSJ0I4,CrashCourse,Engineering,regular course,Computer Engineering & the End of Moore's Law,35.0,46,4.0,2019-02-07,21:54:35,1599,142922.0,3392.0,,226.0,695.0,hd,True,False
397,ih4dY9i9JKE,CrashCourse,Navigating Digital Information,regular course,Using Wikipedia,5.0,16,13.0,2019-02-05,22:33:54,1601,340640.0,7594.0,,362.0,856.0,hd,True,False
398,aax12eYKd4s,CrashCourse,History of Science,regular course,Genetics and The Modern Synthesis,35.0,34,16.0,2019-02-04,22:16:02,1602,137356.0,3658.0,,285.0,754.0,hd,True,False
399,qgajQD7PJp0,CrashCourse,Theater,regular course,"Broadway, Seriously",46.0,20,24.0,2019-02-01,23:07:04,1605,93181.0,1897.0,,55.0,675.0,hd,True,False
400,UvtYn2j78gw,CrashCourse,Engineering,regular course,To The Moon & Mars - Aerospace Engineering,34.0,43,10.0,2019-01-31,21:04:27,1606,265339.0,7470.0,,151.0,601.0,hd,True,False
401,o93pM-b97HI,CrashCourse,Navigating Digital Information,regular course,Who Can You Trust?,4.0,19,21.0,2019-01-29,21:38:03,1608,487634.0,8174.0,,512.0,886.0,hd,True,False
402,eJ7w2I83ba4,CrashCourse,Theater,regular course,"Beckett, Ionesco, and the Theater of the Absurd",45.0,48,21.0,2019-01-25,22:05:42,1612,234269.0,6457.0,,154.0,717.0,hd,True,False
403,uNfUAJBuZ0s,CrashCourse,Engineering,regular course,How Engineering Robots Works,33.0,29,5.0,2019-01-24,22:00:13,1613,229742.0,4582.0,,123.0,662.0,hd,True,False
404,GoQG6Tin-1E,CrashCourse,Navigating Digital Information,regular course,Check Yourself with Lateral Reading,3.0,36,18.0,2019-01-23,00:08:59,1614,689611.0,10029.0,,394.0,832.0,hd,True,False
405,gQGWqA22s5s,CrashCourse,History of Science,regular course,Biomedicine,34.0,12,23.0,2019-01-21,22:03:19,1616,172310.0,4985.0,,220.0,757.0,hd,True,False
406,c7fqMPDcKXM,CrashCourse,Theater,regular course,Bertolt Brecht and Epic Theater,44.0,32,18.0,2019-01-18,18:46:17,1619,262392.0,6143.0,,141.0,711.0,hd,True,False
407,A5GgBTFSUu4,CrashCourse,Engineering,regular course,Why It's So Hard To Make Better Batteries,32.0,42,5.0,2019-01-17,22:00:04,1620,127615.0,3947.0,,211.0,627.0,hd,True,False
408,EZsaA0w_0z0,CrashCourse,Navigating Digital Information,regular course,The Facts about Fact Checking,2.0,30,21.0,2019-01-15,21:36:57,1622,527332.0,10916.0,,550.0,835.0,hd,True,False
409,w4q1fG1vh5I,CrashCourse,History of Science,regular course,The Atomic Bomb,33.0,16,31.0,2019-01-14,23:44:31,1623,605547.0,12210.0,,902.0,725.0,hd,True,False
410,DK_vZuLYHcw,CrashCourse,Theater,regular course,Antonin Artaud and the Theater of Cruelty,43.0,42,15.0,2019-01-13,22:54:12,1624,156612.0,4324.0,,165.0,687.0,hd,True,False
411,v6uRuNboy4A,CrashCourse,Engineering,regular course,The Future of Clean Energy,31.0,27,5.0,2019-01-10,21:05:15,1627,175905.0,3074.0,,253.0,678.0,hd,True,False
412,uJFdLKkuYc4,CrashCourse,Statistics,regular course,When Predictions Succeed,44.0,25,18.0,2019-01-09,23:14:34,1628,54015.0,1447.0,,88.0,680.0,hd,True,False
413,pLlv2o6UfTU,CrashCourse,Navigating Digital Information,regular course,Introduction to,1.0,16,16.0,2019-01-08,21:26:40,1629,581355.0,14433.0,,787.0,814.0,hd,True,False
414,NgVSHXOz3jI,CrashCourse,History of Science,regular course,Einstein's Revolution,32.0,22,15.0,2019-01-07,21:49:45,1630,297008.0,6960.0,,257.0,727.0,hd,True,False
415,vGLZDFHnnwk,CrashCourse,Theater,regular course,Federal Theatre and Group Theater,42.0,34,20.0,2019-01-05,01:18:53,1632,67484.0,1481.0,,57.0,725.0,hd,True,False
416,4k5gyYAAEEU,CrashCourse,Engineering,regular course,The Engineering Challenges of Renewable Energy,30.0,47,6.0,2019-01-03,21:00:50,1634,185569.0,4450.0,,261.0,692.0,hd,True,False
417,5l60dMUhY5o,CrashCourse,Statistics,regular course,When Predictions Fail,43.0,22,18.0,2019-01-02,23:57:27,1635,56232.0,1523.0,,114.0,639.0,hd,True,False
418,fDzVtXbtEow,CrashCourse,Theater,regular course,The Harlem Renaissance,41.0,23,29.0,2018-12-21,22:22:09,1647,262639.0,3695.0,,110.0,731.0,hd,True,False
419,uHUO6PrsOzg,CrashCourse,Engineering,regular course,Preventing Flint - Environmental Engineering,29.0,45,6.0,2018-12-20,22:59:01,1648,180017.0,4637.0,,149.0,614.0,hd,True,False
420,rRhHY7Mh5T0,CrashCourse,Statistics,regular course,War,42.0,4,19.0,2018-12-19,22:40:39,1649,68577.0,1677.0,,100.0,672.0,hd,True,False
421,L4aNmdL3Hr0,CrashCourse,Preview,preview,Crash Course Navigating Digital Information,,43,22.0,2018-12-18,21:02:25,1650,320271.0,7439.0,,446.0,312.0,hd,True,False
422,7qlRjqUMX4E,CrashCourse,History of Science,regular course,Marie Curie and Spooky Rays,31.0,28,15.0,2018-12-17,22:12:09,1651,234971.0,6154.0,,388.0,708.0,hd,True,False
423,sYJosVHkwgo,CrashCourse,Theater,regular course,Little Theater and American Avant Garde,40.0,40,22.0,2018-12-15,23:08:52,1653,70038.0,1639.0,,48.0,680.0,hd,False,False
424,WavEcAsI2AY,CrashCourse,Engineering,regular course,Flirting With Disaster - The Importance of Safety,28.0,50,5.0,2018-12-13,21:04:45,1655,77850.0,1596.0,,109.0,673.0,hd,True,False
425,JBlm4wnjNMY,CrashCourse,Statistics,regular course,Neural Networks,41.0,16,21.0,2018-12-12,21:28:41,1656,81978.0,2304.0,,82.0,736.0,hd,True,False
426,u_JmkmPYpec,CrashCourse,Theater,regular course,Futurism and Constructivism,39.0,28,24.0,2018-12-07,22:35:05,1661,119963.0,2737.0,,131.0,832.0,hd,True,False
427,5KZx81crb48,CrashCourse,Engineering,regular course,Engineering Ethics,27.0,19,5.0,2018-12-06,21:00:17,1662,200310.0,3626.0,,240.0,591.0,hd,True,False
428,1Q5cPfbmSD8,CrashCourse,unknown,unknown,A History of Crash Course,,25,20.0,2018-12-04,22:03:39,1664,240951.0,13261.0,,1023.0,1192.0,hd,False,False
429,bmsTvIJamIs,CrashCourse,History of Science,regular course,The Mind/Brain,30.0,15,17.0,2018-12-04,00:02:52,1664,192687.0,4603.0,,204.0,767.0,hd,True,False
430,B99H6Ygnzgw,CrashCourse,Theater,regular course,Expressionist Theater,38.0,22,19.0,2018-11-30,23:28:14,1668,117617.0,2734.0,,92.0,735.0,hd,True,False
431,xOkJFrXg8V0,CrashCourse,Engineering,regular course,"Skyscrapers, Statics, & Dynamics",26.0,33,6.0,2018-11-29,20:59:40,1669,66471.0,1573.0,,64.0,610.0,hd,True,False
432,HqH-6yw60m0,CrashCourse,Statistics,regular course,Statistics in the Courts,40.0,25,17.0,2018-11-28,22:09:11,1670,47261.0,1136.0,,45.0,678.0,hd,True,False
433,go3AwYghhdI,CrashCourse,History of Science,regular course,"Cinema, Radio, and Television",29.0,30,15.0,2018-11-26,23:19:08,1672,213498.0,4204.0,,218.0,727.0,hd,True,False
434,Fx0Z6y2HmlM,CrashCourse,Theater,regular course,"Dada, Surrealism, and Symbolism",37.0,32,21.0,2018-11-23,23:17:52,1675,165719.0,4305.0,,167.0,746.0,hd,False,False
435,Im3GkAYUivE,CrashCourse,Statistics,regular course,Big Data Problems,39.0,18,22.0,2018-11-21,22:07:49,1677,85753.0,2038.0,,55.0,771.0,hd,True,False
436,BT_JUbpZ1lQ,CrashCourse,Engineering,regular course,"Cheese, Catastrophes, & Process Control",25.0,40,6.0,2018-11-15,21:13:32,1683,74328.0,1760.0,,88.0,662.0,hd,True,False
437,vku2Bw7Vkfs,CrashCourse,Statistics,regular course,Intro to Big Data,38.0,18,14.0,2018-11-14,22:00:25,1684,162743.0,3619.0,,119.0,683.0,hd,True,False
438,UPvwpYeOJnI,CrashCourse,History of Science,regular course,"Ford, Cars, and a New Revolution",28.0,33,14.0,2018-11-12,23:25:53,1686,256986.0,5286.0,,251.0,718.0,hd,True,False
439,K3SzObknn8I,CrashCourse,Theater,regular course,"Synge, Wilde, Shaw, and the Irish Renaissance",36.0,46,23.0,2018-11-09,21:18:22,1689,89315.0,2238.0,,112.0,713.0,hd,True,False
440,-jw8osY5QJM,CrashCourse,Engineering,regular course,Biomaterials,24.0,13,4.0,2018-11-08,21:01:45,1690,113036.0,2638.0,,44.0,670.0,hd,True,False
441,IUn8k5zSI6g,CrashCourse,Statistics,regular course,Unsupervised Machine Learning,37.0,30,15.0,2018-11-07,22:01:24,1691,68961.0,1731.0,,63.0,656.0,hd,True,False
442,JoscDcbAjbY,CrashCourse,History of Science,regular course,Electricity,27.0,12,17.0,2018-11-05,22:49:40,1693,374173.0,6671.0,,428.0,753.0,hd,True,False
443,jUM4RkZ1tuI,CrashCourse,Theater,regular course,The Horrors of the Grand Guignol,35.0,33,19.0,2018-11-02,19:02:06,1696,72265.0,2021.0,,109.0,703.0,hd,True,False
444,IkYimZBzguw,CrashCourse,Engineering,regular course,The Mighty Power of Nanomaterials,23.0,34,6.0,2018-11-01,17:38:52,1697,204202.0,4445.0,,103.0,531.0,hd,True,False
445,jmLid2x9eKg,CrashCourse,Statistics,regular course,Supervised Machine Learning,36.0,28,17.0,2018-10-31,21:24:30,1698,68455.0,1574.0,,42.0,711.0,hd,True,False
446,VpiLucwH-AQ,CrashCourse,History of Science,regular course,Thermodynamics,26.0,15,12.0,2018-10-29,22:34:06,1700,248452.0,5543.0,,199.0,749.0,hd,True,False
447,ivWXuOd5SrI,CrashCourse,Engineering,regular course,"Silicon, Semiconductors, & Solar Cells",22.0,39,6.0,2018-10-25,21:01:54,1704,149861.0,3915.0,,101.0,639.0,hd,True,False
448,QdmG6uUtB4o,CrashCourse,Statistics,regular course,Fitting Models Is like Tetris,35.0,30,19.0,2018-10-24,21:14:03,1705,49160.0,1072.0,,45.0,669.0,hd,True,False
449,QmiwQ0Kosa8,CrashCourse,History of Science,regular course,Genetics - Lost and Found,25.0,26,12.0,2018-10-22,21:44:20,1707,280251.0,5874.0,,239.0,722.0,hd,True,False
450,uMzuxuA1POU,CrashCourse,Theater,regular course,Chekhov and the Moscow Art Theater,34.0,35,20.0,2018-10-19,22:49:52,1710,137019.0,3188.0,,96.0,746.0,hd,True,False
451,uTWHMchUlws,CrashCourse,Engineering,regular course,"Electrical Power, Conductors, & Your Dream Home",21.0,48,6.0,2018-10-18,21:32:23,1711,95773.0,2217.0,,106.0,647.0,hd,True,False
452,wo1xlefg5KI,CrashCourse,Statistics,regular course,ANOVA Part 2 Dealing with Intersectional Groups,34.0,48,16.0,2018-10-17,20:57:21,1712,70799.0,1319.0,,54.0,762.0,hd,True,False
453,2JdBH2tys6M,CrashCourse,History of Science,regular course,Micro-Biology,24.0,14,13.0,2018-10-15,23:17:00,1714,519257.0,10132.0,,239.0,732.0,hd,True,False
454,xiiaed3puhY,CrashCourse,Theater,regular course,"Symbolism, Realism, and a Nordic Playwright Grudge Match",33.0,57,21.0,2018-10-12,21:34:18,1717,132223.0,2830.0,,112.0,789.0,hd,True,False
455,oOuu8IBd-yo,CrashCourse,Statistics,regular course,ANOVA,33.0,6,17.0,2018-10-10,21:14:11,1719,428424.0,6634.0,,161.0,797.0,hd,True,False
456,JeCKftkNKJ0,CrashCourse,History of Science,regular course,Eugenics and Francis Galton,23.0,28,6.0,2018-10-08,22:37:54,1721,447593.0,9584.0,,847.0,750.0,hd,True,False
457,sDIvfEJ59XY,CrashCourse,Theater,regular course,Realism Gets Even More Real,32.0,28,15.0,2018-10-05,21:19:00,1724,91981.0,1883.0,,81.0,745.0,hd,True,False
458,XjDDHnByfuo,CrashCourse,Engineering,regular course,The Polymer Explosion,20.0,22,5.0,2018-10-04,19:00:18,1725,119504.0,2638.0,,90.0,564.0,hd,True,False
459,WWqE7YHR4Jc,CrashCourse,Statistics,regular course,Regression,32.0,11,18.0,2018-10-03,20:48:35,1726,561151.0,11201.0,,182.0,760.0,hd,True,False
460,d5CIm7hJXbU,CrashCourse,Recess,regular course,The Philosopher's Corpse,2.0,25,6.0,2018-10-02,19:43:42,1727,88142.0,3272.0,,165.0,199.0,hd,True,False
461,dfsUz2O2jww,CrashCourse,History of Science,regular course,Darwin and Natural Selection,22.0,29,6.0,2018-10-01,23:25:52,1728,899077.0,14890.0,,666.0,790.0,hd,True,False
462,KMVnscTctqI,CrashCourse,Theater,regular course,"Zola, France, Realism, and Naturalism",31.0,38,20.0,2018-09-28,19:59:32,1731,157818.0,3113.0,,101.0,757.0,hd,True,False
463,NOK1nMiiTWU,CrashCourse,Engineering,regular course,Metals & Ceramics,19.0,18,6.0,2018-09-27,19:01:40,1732,197836.0,3899.0,,155.0,603.0,hd,True,False
464,vBzEGSm23y8,CrashCourse,Statistics,regular course,The Replication Crisis,31.0,23,17.0,2018-09-26,20:59:09,1733,82482.0,1949.0,,76.0,876.0,hd,True,False
465,FCpqN7GmLYk,CrashCourse,History of Science,regular course,The Industrial Revolution,21.0,26,13.0,2018-09-25,19:52:05,1734,457812.0,6926.0,,231.0,749.0,hd,True,False
466,M3K9uKIMob0,CrashCourse,Theater,regular course,Race Melodrama and Minstrel Shows,30.0,34,21.0,2018-09-21,21:42:32,1738,114201.0,2593.0,,146.0,819.0,hd,True,False
